ExpKey,ExpId,YearsAtCompany,YearsOfExperience,Education
1354,BACHELOR'SDEGREE717,7,17,Bachelor's Degree
1355,NA028,0,28,
1356,BACHELOR'SDEGREE1417,14,17,Bachelor's Degree
1357,HIGHSCHOOL77,7,7,Highschool
1358,PHD918,9,18,PhD
1359,MASTER'SDEGREE1719,17,19,Master's Degree
1360,HIGHSCHOOL210,2,10,Highschool
1361,MASTER'SDEGREE2328,23,28,Master's Degree
1362,BACHELOR'SDEGREE2024,20,24,Bachelor's Degree
1363,BACHELOR'SDEGREE916,9,16,Bachelor's Degree
1364,HIGHSCHOOL412,4,12,Highschool
1365,BACHELOR'SDEGREE419,4,19,Bachelor's Degree
1366,PHD714,7,14,PhD
1367,PHD418,4,18,PhD
1368,MASTER'SDEGREE635,6,35,Master's Degree
1369,MASTER'SDEGREE326,3,26,Master's Degree
1370,SOMECOLLEGE78,7,8,Some College
1371,BACHELOR'SDEGREE1035,10,35,Bachelor's Degree
1372,PHD1020,10,20,PhD
1373,BACHELOR'SDEGREE1224,12,24,Bachelor's Degree
1374,BACHELOR'SDEGREE2530,25,30,Bachelor's Degree
1375,BACHELOR'SDEGREE814,8,14,Bachelor's Degree
1376,SOMECOLLEGE05,0,5,Some College
1377,HIGHSCHOOL510,5,10,Highschool
1378,MASTER'SDEGREE2424,24,24,Master's Degree
1379,HIGHSCHOOL320,3,20,Highschool
1380,MASTER'SDEGREE1538,15,38,Master's Degree
1381,BACHELOR'SDEGREE1522,15,22,Bachelor's Degree
1382,PHD79,7,9,PhD
1383,SOMECOLLEGE413,4,13,Some College
1384,BACHELOR'SDEGREE716,7,16,Bachelor's Degree
1385,SOMECOLLEGE516,5,16,Some College
1386,MASTER'SDEGREE1416,14,16,Master's Degree
1387,NA2128,21,28,
1388,BACHELOR'SDEGREE417,4,17,Bachelor's Degree
1389,MASTER'SDEGREE721,7,21,Master's Degree
1390,BACHELOR'SDEGREE830,8,30,Bachelor's Degree
1391,MASTER'SDEGREE1621,16,21,Master's Degree
1392,BACHELOR'SDEGREE522,5,22,Bachelor's Degree
1393,SOMECOLLEGE820,8,20,Some College
1394,BACHELOR'SDEGREE018,0,18,Bachelor's Degree
1395,BACHELOR'SDEGREE221,2,21,Bachelor's Degree
1396,BACHELOR'SDEGREE518,5,18,Bachelor's Degree
1397,SOMECOLLEGE812,8,12,Some College
1398,HIGHSCHOOL12,1,2,Highschool
1399,SOMECOLLEGE67,6,7,Some College
1400,HIGHSCHOOL118,1,18,Highschool
1401,BACHELOR'SDEGREE1818,18,18,Bachelor's Degree
1402,BACHELOR'SDEGREE1319,13,19,Bachelor's Degree
1403,PHD326,3,26,PhD
1404,SOMECOLLEGE06,0,6,Some College
1405,SOMECOLLEGE712,7,12,Some College
1406,BACHELOR'SDEGREE1025,10,25,Bachelor's Degree
1407,HIGHSCHOOL33,3,3,Highschool
1408,SOMECOLLEGE29,2,9,Some College
1409,HIGHSCHOOL522,5,22,Highschool
1410,PHD421,4,21,PhD
1411,BACHELOR'SDEGREE1019,10,19,Bachelor's Degree
1412,SOMECOLLEGE28,2,8,Some College
1413,MASTER'SDEGREE1122,11,22,Master's Degree
1414,PHD035,0,35,PhD
1415,HIGHSCHOOL1515,15,15,Highschool
1416,PHD1616,16,16,PhD
1417,PHD67,6,7,PhD
1418,HIGHSCHOOL825,8,25,Highschool
1419,MASTER'SDEGREE2427,24,27,Master's Degree
1420,BACHELOR'SDEGREE2333,23,33,Bachelor's Degree
1421,SOMECOLLEGE320,3,20,Some College
1422,PHD1325,13,25,PhD
1423,SOMECOLLEGE030,0,30,Some College
1424,BACHELOR'SDEGREE230,2,30,Bachelor's Degree
1425,HIGHSCHOOL1218,12,18,Highschool
1426,BACHELOR'SDEGREE1430,14,30,Bachelor's Degree
1427,BACHELOR'SDEGREE1424,14,24,Bachelor's Degree
1428,BACHELOR'SDEGREE1919,19,19,Bachelor's Degree
1429,SOMECOLLEGE410,4,10,Some College
1430,BACHELOR'SDEGREE1820,18,20,Bachelor's Degree
1431,HIGHSCHOOL45,4,5,Highschool
1432,HIGHSCHOOL415,4,15,Highschool
1433,HIGHSCHOOL113,1,13,Highschool
1434,NA628,6,28,
1435,MASTER'SDEGREE1030,10,30,Master's Degree
1436,PHD718,7,18,PhD
1437,SOMECOLLEGE230,2,30,Some College
1438,HIGHSCHOOL212,2,12,Highschool
1439,NA928,9,28,
1440,MASTER'SDEGREE2045,20,45,Master's Degree
1441,BACHELOR'SDEGREE2122,21,22,Bachelor's Degree
1442,HIGHSCHOOL111,1,11,Highschool
1443,BACHELOR'SDEGREE1029,10,29,Bachelor's Degree
1444,BACHELOR'SDEGREE1222,12,22,Bachelor's Degree
1445,NA527,5,27,
1446,BACHELOR'SDEGREE1121,11,21,Bachelor's Degree
1447,HIGHSCHOOL36,3,6,Highschool
1448,MASTER'SDEGREE2229,22,29,Master's Degree
1449,MASTER'SDEGREE2039,20,39,Master's Degree
1450,BACHELOR'SDEGREE416,4,16,Bachelor's Degree
1451,HIGHSCHOOL1120,11,20,Highschool
1452,SOMECOLLEGE2530,25,30,Some College
1453,PHD221,2,21,PhD
1454,BACHELOR'SDEGREE611,6,11,Bachelor's Degree
1455,SOMECOLLEGE213,2,13,Some College
1456,MASTER'SDEGREE628,6,28,Master's Degree
1457,MASTER'SDEGREE221,2,21,Master's Degree
1458,HIGHSCHOOL46,4,6,Highschool
1459,BACHELOR'SDEGREE1115,11,15,Bachelor's Degree
1460,PHD320,3,20,PhD
1461,PHD116,1,16,PhD
1462,BACHELOR'SDEGREE422,4,22,Bachelor's Degree
1463,HIGHSCHOOL38,3,8,Highschool
1464,PHD814,8,14,PhD
1465,HIGHSCHOOL68,6,8,Highschool
1466,BACHELOR'SDEGREE019,0,19,Bachelor's Degree
1467,BACHELOR'SDEGREE528,5,28,Bachelor's Degree
1468,BACHELOR'SDEGREE1218,12,18,Bachelor's Degree
1469,MASTER'SDEGREE1526,15,26,Master's Degree
1470,HIGHSCHOOL19,1,9,Highschool
1471,BACHELOR'SDEGREE42,4,2,Bachelor's Degree
1472,BACHELOR'SDEGREE1227,12,27,Bachelor's Degree
1473,SOMECOLLEGE77,7,7,Some College
1474,BACHELOR'SDEGREE921,9,21,Bachelor's Degree
1475,SOMECOLLEGE920,9,20,Some College
1476,HIGHSCHOOL13,1,3,Highschool
1477,BACHELOR'SDEGREE1425,14,25,Bachelor's Degree
1478,HIGHSCHOOL29,2,9,Highschool
1479,PHD111,1,11,PhD
1480,MASTER'SDEGREE230,2,30,Master's Degree
1481,BACHELOR'SDEGREE426,4,26,Bachelor's Degree
1482,MASTER'SDEGREE432,4,32,Master's Degree
1483,SOMECOLLEGE929,9,29,Some College
1484,BACHELOR'SDEGREE226,2,26,Bachelor's Degree
1485,SOMECOLLEGE44,4,4,Some College
1486,BACHELOR'SDEGREE1624,16,24,Bachelor's Degree
1487,HIGHSCHOOL622,6,22,Highschool
1488,HIGHSCHOOL214,2,14,Highschool
1489,HIGHSCHOOL220,2,20,Highschool
1490,BACHELOR'SDEGREE730,7,30,Bachelor's Degree
1491,MASTER'SDEGREE1417,14,17,Master's Degree
1492,PHD611,6,11,PhD
1493,HIGHSCHOOL01,0,1,Highschool
1494,MASTER'SDEGREE2227,22,27,Master's Degree
1495,BACHELOR'SDEGREE325,3,25,Bachelor's Degree
1496,BACHELOR'SDEGREE725,7,25,Bachelor's Degree
1497,PHD125,1,25,PhD
1498,MASTER'SDEGREE725,7,25,Master's Degree
1499,MASTER'SDEGREE2325,23,25,Master's Degree
1500,MASTER'SDEGREE328,3,28,Master's Degree
1501,MASTER'SDEGREE426,4,26,Master's Degree
1502,SOMECOLLEGE1226,12,26,Some College
1503,SOMECOLLEGE216,2,16,Some College
1504,BACHELOR'SDEGREE1028,10,28,Bachelor's Degree
1505,PHD1414,14,14,PhD
1506,HIGHSCHOOL125,1,25,Highschool
1507,HIGHSCHOOL222,2,22,Highschool
1508,HIGHSCHOOL55,5,5,Highschool
1509,BACHELOR'SDEGREE2727,27,27,Bachelor's Degree
1510,HIGHSCHOOL211,2,11,Highschool
1511,BACHELOR'SDEGREE227,2,27,Bachelor's Degree
1512,SOMECOLLEGE112,1,12,Some College
1513,SOMECOLLEGE225,2,25,Some College
1514,BACHELOR'SDEGREE721,7,21,Bachelor's Degree
1515,BACHELOR'SDEGREE1316,13,16,Bachelor's Degree
1516,BACHELOR'SDEGREE1821,18,21,Bachelor's Degree
1517,BACHELOR'SDEGREE914,9,14,Bachelor's Degree
1518,HIGHSCHOOL04,0,4,Highschool
1519,BACHELOR'SDEGREE322,3,22,Bachelor's Degree
1520,SOMECOLLEGE421,4,21,Some College
1521,BACHELOR'SDEGREE913,9,13,Bachelor's Degree
1522,BACHELOR'SDEGREE319,3,19,Bachelor's Degree
1523,SOMECOLLEGE1624,16,24,Some College
1524,BACHELOR'SDEGREE2428,24,28,Bachelor's Degree
1525,MASTER'SDEGREE422,4,22,Master's Degree
1526,BACHELOR'SDEGREE621,6,21,Bachelor's Degree
1527,BACHELOR'SDEGREE521,5,21,Bachelor's Degree
1528,SOMECOLLEGE122,1,22,Some College
1529,MASTER'SDEGREE1524,15,24,Master's Degree
1530,MASTER'SDEGREE1026,10,26,Master's Degree
1531,PHD616,6,16,PhD
1532,HIGHSCHOOL99,9,9,Highschool
1533,PHD314,3,14,PhD
1534,SOMECOLLEGE124,1,24,Some College
1535,SOMECOLLEGE614,6,14,Some College
1536,BACHELOR'SDEGREE021,0,21,Bachelor's Degree
1537,MASTER'SDEGREE921,9,21,Master's Degree
1538,BACHELOR'SDEGREE1825,18,25,Bachelor's Degree
1539,PHD813,8,13,PhD
1540,HIGHSCHOOL49,4,9,Highschool
1541,MASTER'SDEGREE1523,15,23,Master's Degree
1542,PHD325,3,25,PhD
1543,BACHELOR'SDEGREE321,3,21,Bachelor's Degree
1544,BACHELOR'SDEGREE840,8,40,Bachelor's Degree
1545,NA6969,69,69,
1546,BACHELOR'SDEGREE2230,22,30,Bachelor's Degree
1547,HIGHSCHOOL014,0,14,Highschool
1548,HIGHSCHOOL012,0,12,Highschool
1549,PHD69,6,9,PhD
1550,HIGHSCHOOL612,6,12,Highschool
1551,SOMECOLLEGE1220,12,20,Some College
1552,MASTER'SDEGREE917,9,17,Master's Degree
1553,HIGHSCHOOL06,0,6,Highschool
1554,MASTER'SDEGREE2021,20,21,Master's Degree
1555,BACHELOR'SDEGREE723,7,23,Bachelor's Degree
1556,MASTER'SDEGREE1521,15,21,Master's Degree
1557,PHD017,0,17,PhD
1558,MASTER'SDEGREE823,8,23,Master's Degree
1559,SOMECOLLEGE414,4,14,Some College
1560,HIGHSCHOOL016,0,16,Highschool
1561,BACHELOR'SDEGREE1627,16,27,Bachelor's Degree
1562,PHD214,2,14,PhD
1563,MASTER'SDEGREE2324,23,24,Master's Degree
1564,NA024,0,24,
1565,BACHELOR'SDEGREE1416,14,16,Bachelor's Degree
1566,SOMECOLLEGE47,4,7,Some College
1567,SOMECOLLEGE013,0,13,Some College
1568,MASTER'SDEGREE925,9,25,Master's Degree
1569,BACHELOR'SDEGREE1322,13,22,Bachelor's Degree
1570,BACHELOR'SDEGREE922,9,22,Bachelor's Degree
1571,PHD230,2,30,PhD
1572,PHD318,3,18,PhD
1573,BACHELOR'SDEGREE2226,22,26,Bachelor's Degree
1574,HIGHSCHOOL715,7,15,Highschool
1575,SOMECOLLEGE125,1,25,Some College
1576,PHD413,4,13,PhD
1577,MASTER'SDEGREE440,4,40,Master's Degree
1578,MASTER'SDEGREE427,4,27,Master's Degree
1579,BACHELOR'SDEGREE326,3,26,Bachelor's Degree
1580,SOMECOLLEGE38,3,8,Some College
1581,NA3333,33,33,
1582,SOMECOLLEGE36,3,6,Some College
1583,SOMECOLLEGE318,3,18,Some College
1584,HIGHSCHOOL39,3,9,Highschool
1585,SOMECOLLEGE16,1,6,Some College
1586,SOMECOLLEGE45,4,5,Some College
1587,BACHELOR'SDEGREE1927,19,27,Bachelor's Degree
1588,MASTER'SDEGREE3434,34,34,Master's Degree
1589,SOMECOLLEGE315,3,15,Some College
1590,MASTER'SDEGREE235,2,35,Master's Degree
1591,BACHELOR'SDEGREE2425,24,25,Bachelor's Degree
1592,BACHELOR'SDEGREE1519,15,19,Bachelor's Degree
1593,SOMECOLLEGE1018,10,18,Some College
1594,SOMECOLLEGE58,5,8,Some College
1595,BACHELOR'SDEGREE1116,11,16,Bachelor's Degree
1596,SOMECOLLEGE1628,16,28,Some College
1597,HIGHSCHOOL58,5,8,Highschool
1598,BACHELOR'SDEGREE923,9,23,Bachelor's Degree
1599,BACHELOR'SDEGREE819,8,19,Bachelor's Degree
1600,MASTER'SDEGREE838,8,38,Master's Degree
1601,SOMECOLLEGE415,4,15,Some College
1602,HIGHSCHOOL323,3,23,Highschool
1603,HIGHSCHOOL1115,11,15,Highschool
1604,MASTER'SDEGREE1930,19,30,Master's Degree
1605,MASTER'SDEGREE4040,40,40,Master's Degree
1606,BACHELOR'SDEGREE430,4,30,Bachelor's Degree
1607,MASTER'SDEGREE730,7,30,Master's Degree
1608,HIGHSCHOOL66,6,6,Highschool
1609,PHD019,0,19,PhD
1610,SOMECOLLEGE1015,10,15,Some College
1611,HIGHSCHOOL322,3,22,Highschool
1612,SOMECOLLEGE212,2,12,Some College
1613,MASTER'SDEGREE1823,18,23,Master's Degree
1614,HIGHSCHOOL1316,13,16,Highschool
1615,BACHELOR'SDEGREE527,5,27,Bachelor's Degree
1616,BACHELOR'SDEGREE1724,17,24,Bachelor's Degree
1617,BACHELOR'SDEGREE1723,17,23,Bachelor's Degree
1618,PHD222,2,22,PhD
1619,MASTER'SDEGREE2035,20,35,Master's Degree
1620,HIGHSCHOOL1014,10,14,Highschool
1621,HIGHSCHOOL115,1,15,Highschool
1622,PHD335,3,35,PhD
1623,MASTER'SDEGREE424,4,24,Master's Degree
1624,BACHELOR'SDEGREE1124,11,24,Bachelor's Degree
1625,HIGHSCHOOL519,5,19,Highschool
1626,HIGHSCHOOL725,7,25,Highschool
1627,SOMECOLLEGE1630,16,30,Some College
1628,BACHELOR'SDEGREE1830,18,30,Bachelor's Degree
1629,NA1630,16,30,
1630,PHD1014,10,14,PhD
1631,HIGHSCHOOL1313,13,13,Highschool
1632,BACHELOR'SDEGREE1427,14,27,Bachelor's Degree
1633,HIGHSCHOOL312,3,12,Highschool
1634,MASTER'SDEGREE1121,11,21,Master's Degree
1635,MASTER'SDEGREE032,0,32,Master's Degree
1636,NA434,4,34,
1637,MASTER'SDEGREE1720,17,20,Master's Degree
1638,HIGHSCHOOL09,0,9,Highschool
1639,MASTER'SDEGREE622,6,22,Master's Degree
1640,SOMECOLLEGE426,4,26,Some College
1641,BACHELOR'SDEGREE1213,12,13,Bachelor's Degree
1642,HIGHSCHOOL216,2,16,Highschool
1643,BACHELOR'SDEGREE2538,25,38,Bachelor's Degree
1644,PHD1421,14,21,PhD
1645,NA1319,13,19,
1646,NA227,2,27,
1647,BACHELOR'SDEGREE2126,21,26,Bachelor's Degree
1648,MASTER'SDEGREE626,6,26,Master's Degree
1649,PHD025,0,25,PhD
1650,BACHELOR'SDEGREE821,8,21,Bachelor's Degree
1651,SOMECOLLEGE49,4,9,Some College
1652,MASTER'SDEGREE1820,18,20,Master's Degree
1653,MASTER'SDEGREE1021,10,21,Master's Degree
1654,MASTER'SDEGREE2122,21,22,Master's Degree
1655,HIGHSCHOOL011,0,11,Highschool
1656,BACHELOR'SDEGREE526,5,26,Bachelor's Degree
1657,BACHELOR'SDEGREE1240,12,40,Bachelor's Degree
1658,HIGHSCHOOL88,8,8,Highschool
1659,SOMECOLLEGE1725,17,25,Some College
1660,BACHELOR'SDEGREE2626,26,26,Bachelor's Degree
1661,BACHELOR'SDEGREE1620,16,20,Bachelor's Degree
1662,PHD1314,13,14,PhD
1663,BACHELOR'SDEGREE423,4,23,Bachelor's Degree
1664,BACHELOR'SDEGREE1230,12,30,Bachelor's Degree
1665,MASTER'SDEGREE723,7,23,Master's Degree
1666,SOMECOLLEGE1013,10,13,Some College
1667,MASTER'SDEGREE1623,16,23,Master's Degree
1668,BACHELOR'SDEGREE1921,19,21,Bachelor's Degree
1669,MASTER'SDEGREE1033,10,33,Master's Degree
1670,HIGHSCHOOL425,4,25,Highschool
1671,BACHELOR'SDEGREE625,6,25,Bachelor's Degree
1672,SOMECOLLEGE221,2,21,Some College
1673,BACHELOR'SDEGREE2022,20,22,Bachelor's Degree
1674,PHD1420,14,20,PhD
1675,BACHELOR'SDEGREE823,8,23,Bachelor's Degree
1676,BACHELOR'SDEGREE1024,10,24,Bachelor's Degree
1677,SOMECOLLEGE226,2,26,Some College
1678,BACHELOR'SDEGREE2121,21,21,Bachelor's Degree
1679,MASTER'SDEGREE1128,11,28,Master's Degree
1680,HIGHSCHOOL1010,10,10,Highschool
1681,BACHELOR'SDEGREE2130,21,30,Bachelor's Degree
1682,BACHELOR'SDEGREE1135,11,35,Bachelor's Degree
1683,BACHELOR'SDEGREE027,0,27,Bachelor's Degree
1684,SOMECOLLEGE1012,10,12,Some College
1685,HIGHSCHOOL1314,13,14,Highschool
1686,PHD1535,15,35,PhD
1687,MASTER'SDEGREE1617,16,17,Master's Degree
1688,MASTER'SDEGREE2630,26,30,Master's Degree
1689,MASTER'SDEGREE1225,12,25,Master's Degree
1690,NA326,3,26,
1691,MASTER'SDEGREE1618,16,18,Master's Degree
1692,MASTER'SDEGREE1130,11,30,Master's Degree
1693,MASTER'SDEGREE825,8,25,Master's Degree
1694,SOMECOLLEGE520,5,20,Some College
1695,MASTER'SDEGREE327,3,27,Master's Degree
1696,SOMECOLLEGE517,5,17,Some College
1697,BACHELOR'SDEGREE924,9,24,Bachelor's Degree
1698,BACHELOR'SDEGREE2228,22,28,Bachelor's Degree
1699,BACHELOR'SDEGREE1113,11,13,Bachelor's Degree
1700,SOMECOLLEGE116,1,16,Some College
1701,MASTER'SDEGREE835,8,35,Master's Degree
1702,SOMECOLLEGE1010,10,10,Some College
1703,BACHELOR'SDEGREE2029,20,29,Bachelor's Degree
1704,MASTER'SDEGREE429,4,29,Master's Degree
1705,BACHELOR'SDEGREE1118,11,18,Bachelor's Degree
1706,BACHELOR'SDEGREE130,1,30,Bachelor's Degree
1707,BACHELOR'SDEGREE432,4,32,Bachelor's Degree
1708,MASTER'SDEGREE026,0,26,Master's Degree
1709,BACHELOR'SDEGREE1328,13,28,Bachelor's Degree
1710,BACHELOR'SDEGREE1123,11,23,Bachelor's Degree
1711,HIGHSCHOOL521,5,21,Highschool
1712,BACHELOR'SDEGREE2235,22,35,Bachelor's Degree
1713,BACHELOR'SDEGREE1925,19,25,Bachelor's Degree
1714,BACHELOR'SDEGREE2223,22,23,Bachelor's Degree
1715,BACHELOR'SDEGREE1617,16,17,Bachelor's Degree
1716,BACHELOR'SDEGREE935,9,35,Bachelor's Degree
1717,PHD1113,11,13,PhD
1718,MASTER'SDEGREE1125,11,25,Master's Degree
1719,BACHELOR'SDEGREE930,9,30,Bachelor's Degree
1720,NA1326,13,26,
1721,NA3310,33,10,
1722,NA2527,25,27,
1723,NA821,8,21,
1724,BACHELOR'SDEGREE623,6,23,Bachelor's Degree
1725,NA1625,16,25,
1726,NA1619,16,19,
